State,County,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property Crime,Burglary,Larceny theft,Motorvehicletheft,Arson
MISSOURI,Ozark,18,1,2,0,15,81,39,30,12,3
MISSOURI,Pemiscot,25,0,1,1,23,99,30,58,11,1
MISSOURI,Perry,14,0,0,0,14,70,29,38,3,0
MISSOURI,Pettis,27,1,2,3,21,250,69,155,26,1
MISSOURI,Phelps,33,0,1,1,31,215,44,151,20,0
MISSOURI,Pike,9,1,0,1,7,58,27,22,9,0
MISSOURI,Pulaski,87,0,7,2,78,281,83,164,34,0
MISSOURI,Ralls,9,0,0,0,9,77,16,56,5,2
MISSOURI,Randolph,14,0,1,0,13,68,17,40,11,0
MISSOURI,Reynolds,7,2,0,0,5,47,17,26,4,2
MISSOURI,Ripley,32,4,0,0,28,116,42,64,10,2
MISSOURI,Saline,8,0,1,0,7,56,21,33,2,1
MISSOURI,Schuyler,3,0,0,0,3,32,6,24,2,1
MISSOURI,Scotland,3,0,2,0,1,25,1,24,0,1
MISSOURI,Shannon,13,0,1,1,11,32,7,20,5,0
MISSOURI,Shelby,0,0,0,0,0,18,0,17,1,0
MISSOURI,St. Clair,11,0,1,1,9,132,47,67,18,3
MISSOURI,Ste. Genevieve,19,0,5,1,13,86,10,66,10,0
MISSOURI,St. Francois,45,0,1,1,43,376,85,194,97,3
MISSOURI,Stoddard,17,0,0,0,17,124,39,76,9,0
MISSOURI,Stone,78,1,3,2,72,239,98,132,9,1
MISSOURI,Sullivan,7,0,1,0,6,48,21,19,8,1
MISSOURI,Taney,101,3,3,2,93,328,80,202,46,1
MISSOURI,Texas,28,2,1,0,25,166,54,93,19,2
MISSOURI,Vernon,95,0,3,5,87,291,94,149,48,0
MISSOURI,Washington,72,0,13,1,58,280,80,169,31,1
MISSOURI,Wayne,28,1,1,0,26,252,81,144,27,0
MISSOURI,Worth,0,0,0,0,0,7,0,7,0,0
MISSOURI,Wright,16,0,1,0,15,91,43,41,7,6
MONTANA,Carbon,11,0,1,0,10,69,20,45,4,1
MONTANA,Cascade,29,2,3,0,24,143,31,97,15,2
MONTANA,Golden Valley,4,0,1,0,3,9,2,7,0,0
MONTANA,Missoula,115,2,18,4,91,345,97,212,36,1
MONTANA,Yellowstone,92,2,15,4,71,768,130,534,104,3
MONTANA,Beaverhead,6,0,2,0,4,9,2,5,2,0
MONTANA,Big Horn,52,0,2,0,50,241,15,191,35,2
MONTANA,Blaine,6,0,1,0,5,10,0,5,5,0
MONTANA,Broadwater,22,1,1,0,20,40,6,29,5,0
MONTANA,Carter,1,1,0,0,0,0,0,0,0,0
MONTANA,Chouteau,0,0,0,0,0,6,4,2,0,0
MONTANA,Custer,5,0,2,0,3,60,22,34,4,0
MONTANA,Daniels,1,0,1,0,0,0,0,0,0,0
MONTANA,Dawson,8,1,0,0,7,60,17,38,5,0
MONTANA,Deer Lodge,50,1,7,0,42,216,57,136,23,5
MONTANA,Fallon,2,0,0,0,2,3,1,1,1,0
MONTANA,Fergus,9,0,7,0,2,39,19,16,4,2
MONTANA,Flathead,189,2,22,3,162,"1,048",168,775,105,3
MONTANA,Gallatin,103,1,27,2,73,467,53,367,47,5
MONTANA,Garfield,1,0,0,0,1,2,0,2,0,0
MONTANA,Glacier,12,1,0,0,11,37,11,16,10,0
MONTANA,Granite,3,0,0,0,3,25,3,21,1,0
MONTANA,Hill,37,0,7,2,28,159,32,115,12,0
MONTANA,Jefferson,26,1,1,0,24,102,36,62,4,0
MONTANA,Judith Basin,2,0,0,0,2,3,0,2,1,0
MONTANA,Lake,109,1,18,5,85,299,93,161,45,9
MONTANA,Lewis and Clark,99,1,28,3,67,416,124,252,40,5
MONTANA,Liberty,2,0,0,0,2,0,0,0,0,0
MONTANA,Lincoln,20,1,1,0,18,119,15,94,10,3
MONTANA,Madison,4,0,1,0,3,69,19,39,11,0
MONTANA,McCone,2,0,0,0,2,6,0,4,2,1
MONTANA,Meagher,3,0,0,0,3,17,3,10,4,1
MONTANA,Mineral,3,0,0,0,3,0,0,0,0,0
MONTANA,Musselshell,20,1,0,0,19,111,12,85,14,2
MONTANA,Park,21,0,2,0,19,55,6,42,7,1
MONTANA,Phillips,12,0,1,0,11,48,10,36,2,0
MONTANA,Pondera,1,0,0,0,1,7,2,5,0,0
MONTANA,Powder River,1,0,0,0,1,6,1,3,2,0
MONTANA,Powell,6,0,5,0,1,13,4,8,1,0
MONTANA,Prairie,4,0,1,0,3,4,2,1,1,0
MONTANA,Ravalli,53,1,4,0,48,244,31,202,11,0
MONTANA,Richland,8,0,3,0,5,54,6,44,4,0
MONTANA,Roosevelt,108,1,0,0,107,62,36,10,16,2
MONTANA,Rosebud,10,0,2,1,7,26,8,13,5,2
MONTANA,Sanders,29,1,3,0,25,51,5,39,7,1
MONTANA,Sheridan,2,0,0,0,2,25,2,20,3,1
MONTANA,Silver Bow,169,0,10,6,153,"1,864",246,"1,437",181,5
MONTANA,Stillwater,16,0,1,0,15,51,14,32,5,0
MONTANA,Sweet Grass,8,0,0,1,7,36,6,25,5,1
MONTANA,Teton,13,0,5,0,8,39,7,28,4,0
MONTANA,Toole,22,0,3,0,19,92,6,80,6,1
MONTANA,Valley,9,0,2,0,7,18,6,11,1,1
MONTANA,Wheatland,2,0,0,0,2,6,3,3,0,0
MONTANA,Wibaux,0,0,0,0,0,4,0,3,1,0
NEBRASKA,Dakota,19,0,1,2,16,74,15,43,16,
NEBRASKA,Hall,23,0,5,0,18,137,64,61,12,2
NEBRASKA,Hamilton,2,0,0,0,2,43,15,21,7,0
NEBRASKA,Merrick,2,0,0,0,2,13,2,8,3,0
NEBRASKA,Antelope,7,0,1,0,6,34,4,25,5,
NEBRASKA,Boone,4,0,0,0,4,2,0,1,1,0
NEBRASKA,Box Butte,1,0,0,0,1,15,2,7,6,
NEBRASKA,Burt,7,0,2,1,4,24,9,14,1,
NEBRASKA,Cedar,1,0,0,0,1,18,0,17,1,
NEBRASKA,Chase,1,0,0,0,1,5,3,2,0,
NEBRASKA,Cherry,2,0,0,0,2,16,7,7,2,
NEBRASKA,Clay,2,0,0,0,2,16,8,6,2,1
NEBRASKA,Dawes,0,0,0,0,0,11,1,9,1,
NEBRASKA,Dawson,14,0,2,0,12,39,18,17,4,0
NEBRASKA,Deuel,0,0,0,0,0,1,0,1,0,0
NEBRASKA,Dodge,9,0,1,1,7,89,12,64,13,
NEBRASKA,Franklin,0,0,0,0,0,21,5,13,3,
NEBRASKA,Harlan,0,0,0,0,0,1,0,0,1,1
NEBRASKA,Hitchcock,3,0,0,0,3,20,6,10,4,
NEBRASKA,Johnson,4,0,0,0,4,12,3,8,1,1
NEBRASKA,Kearney,5,0,1,0,4,50,15,32,3,1
NEBRASKA,Kimball,0,0,0,0,0,8,2,1,5,
NEBRASKA,Knox,6,0,2,0,4,31,8,19,4,
NEBRASKA,Madison,12,0,4,0,8,67,24,35,8,0
NEBRASKA,Morrill,1,0,0,0,1,44,5,37,2,
NEBRASKA,Pawnee,3,0,0,0,3,32,10,20,2,
NEBRASKA,Perkins,2,0,1,0,1,13,1,12,0,0
NEBRASKA,Pierce,7,0,3,2,2,22,9,12,1,
NEBRASKA,Stanton,2,0,2,0,0,28,3,23,2,
NEBRASKA,Thurston,0,0,0,0,0,11,5,3,3,1
NEBRASKA,Webster,0,0,0,0,0,39,18,16,5,
NEBRASKA,Wheeler,0,0,0,0,0,2,0,2,0,
NEVADA,Carson City,191,1,0,18,172,879,166,632,81,7
NEVADA,Storey,34,0,0,0,34,93,27,55,11,0
NEVADA,Washoe,175,0,26,12,137,750,173,461,116,5
NEVADA,Churchill,26,0,6,0,20,191,55,117,19,2
NEVADA,Douglas,65,1,13,4,47,769,113,604,52,4
NEVADA,Elko,38,0,6,1,31,174,46,102,26,3
NEVADA,Esmeralda,0,0,0,0,0,5,2,2,1,0
NEVADA,Eureka,6,0,1,0,5,24,6,14,4,1
NEVADA,Humboldt,15,0,1,0,14,69,37,22,10,2
NEVADA,Lander,49,0,5,0,44,99,54,33,12,3
NEVADA,Lincoln,5,0,0,0,5,56,7,43,6,0
NEVADA,Lyon,129,4,21,3,101,570,152,370,48,11
NEVADA,Mineral,0,0,0,0,0,32,13,12,7,0
NEVADA,Nye,61,3,9,8,41,788,299,367,122,18
NEVADA,Pershing,25,0,5,0,20,52,19,29,4,0
NEVADA,White Pine,18,0,6,2,10,83,39,31,13,1
NEW HAMPSHIRE,Rockingham,5,0,0,0,5,1,0,1,0,0
NEW HAMPSHIRE,Strafford,3,0,0,0,3,0,0,0,0,0
NEW HAMPSHIRE,Carroll,9,0,2,1,6,52,10,40,2,0
NEW HAMPSHIRE,Cheshire,0,0,0,0,0,5,3,2,0,0
NEW HAMPSHIRE,Grafton,1,0,1,0,0,2,0,2,0,0
NEW HAMPSHIRE,Merrimack,1,0,1,0,0,1,0,1,0,0
NEW JERSEY,Atlantic,1,0,0,0,1,0,0,0,0,0
NEW JERSEY,Bergen,7,0,4,0,3,51,1,48,2,0
NEW JERSEY,Burlington,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Camden,2,0,0,1,1,21,0,19,2,0
NEW JERSEY,Cape May,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Cumberland,0,0,0,0,0,1,0,1,0,0
NEW JERSEY,Essex,65,0,0,22,43,58,22,36,0,0
NEW JERSEY,Gloucester,1,0,0,0,1,3,0,3,0,0
NEW JERSEY,Hudson,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Hunterdon,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Mercer,6,0,0,0,6,19,9,10,0,0
NEW JERSEY,Middlesex,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Monmouth,4,0,1,0,3,1,0,1,0,0
NEW JERSEY,Morris,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Ocean,0,0,0,0,0,4,0,4,0,0
NEW JERSEY,Passaic,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Salem,1,0,0,0,1,0,0,0,0,0
NEW JERSEY,Somerset,1,0,0,0,1,1,0,1,0,0
NEW JERSEY,Sussex,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Union,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Warren,0,0,0,0,0,0,0,0,0,0
NEW MEXICO,Bernalillo,916,6,72,152,686,"2,640",735,"1,416",489,
NEW MEXICO,Sandoval,122,2,2,0,118,133,43,82,8,
NEW MEXICO,San Juan,609,2,59,8,540,810,223,515,72,
NEW MEXICO,Santa Fe,74,0,3,5,66,494,272,222,0,
NEW MEXICO,Torrance,69,1,4,1,63,163,73,60,30,
NEW MEXICO,Valencia,381,1,19,8,353,975,292,469,214,
NEW MEXICO,Catron,3,0,0,0,3,31,13,8,10,
NEW MEXICO,Chaves,47,1,13,3,30,167,79,70,18,
NEW MEXICO,Cibola,27,1,5,1,20,84,39,32,13,
NEW MEXICO,Colfax,17,0,0,0,17,28,18,8,2,
NEW MEXICO,Curry,11,0,2,1,8,109,60,36,13,
NEW MEXICO,De Baca,6,0,0,1,5,43,23,11,9,
NEW MEXICO,Eddy,67,0,3,1,63,246,68,147,31,
NEW MEXICO,Grant,18,0,5,1,12,195,107,88,0,
NEW MEXICO,Guadalupe,1,0,0,0,1,5,5,0,0,
NEW MEXICO,Hidalgo,8,0,0,0,8,31,13,13,5,
NEW MEXICO,Lea,31,0,3,1,27,291,107,155,29,
NEW MEXICO,Lincoln,26,1,1,0,24,81,43,33,5,
NEW MEXICO,Luna,59,0,1,1,57,237,76,108,53,
NEW MEXICO,McKinley,123,1,7,6,109,231,60,133,38,
NEW MEXICO,Mora,5,0,0,0,5,31,10,15,6,
NEW MEXICO,Otero,165,0,14,3,148,318,139,152,27,
NEW MEXICO,Quay,5,0,0,0,5,24,10,9,5,
NEW MEXICO,Rio Arriba,77,3,6,10,58,325,158,134,33,
NEW MEXICO,San Miguel,0,0,0,0,0,0,0,0,0,
NEW MEXICO,Sierra,13,0,2,0,11,76,24,46,6,
NEW MEXICO,Socorro,24,0,2,0,22,81,26,46,9,
NEW MEXICO,Taos,66,0,1,5,60,101,41,24,36,
NEW MEXICO,Union,8,0,0,0,8,19,11,7,1,
NEW YORK,Albany,18,0,8,0,10,140,15,117,8,2
NEW YORK,Broome,58,0,16,6,36,495,80,397,18,0
NEW YORK,Chemung,9,2,0,1,6,258,32,221,5,0
NEW YORK,Erie,49,2,0,12,35,646,92,542,12,4
NEW YORK,Herkimer,6,0,0,0,6,0,0,0,0,0
NEW YORK,Jefferson,20,0,3,1,16,302,37,257,8,0
NEW YORK,Livingston,18,0,9,1,8,307,36,254,17,3
NEW YORK,Madison,21,0,5,1,15,144,28,106,10,3
NEW YORK,Monroe,229,1,40,49,139,"2,786",327,"2,372",87,7
NEW YORK,Nassau,"1,113",10,28,416,659,"10,103",888,"8,768",447,65
NEW YORK,Niagara,59,0,11,7,41,698,128,527,43,3
NEW YORK,Oneida,133,0,99,4,30,269,40,216,13,1
NEW YORK,Onondaga,210,3,56,39,112,"1,720",272,"1,349",99,2
NEW YORK,Ontario,37,0,13,7,17,755,115,623,17,
NEW YORK,Orleans,18,0,5,0,13,246,34,203,9,0
NEW YORK,Oswego,51,0,21,3,27,296,66,212,18,1
NEW YORK,Putnam,19,0,4,3,12,264,51,211,2,0
NEW YORK,Rensselaer,13,0,1,1,11,206,22,178,6,1
NEW YORK,Saratoga,95,1,16,9,69,"1,111",182,897,32,7
NEW YORK,Schenectady,0,0,0,0,0,16,4,11,1,0
NEW YORK,Schoharie,6,0,4,0,2,24,5,18,1,0
NEW YORK,Suffolk,41,0,0,0,41,0,0,0,0,0
NEW YORK,Suffolk County Police Department,"1,427",22,64,473,868,"16,996","1,423","14,565","1,008",87
NEW YORK,Tioga,18,0,10,0,8,151,34,100,17,0
NEW YORK,Ulster,34,1,4,3,26,186,34,139,13,0
NEW YORK,Warren,48,1,23,6,18,528,68,447,13,4
NEW YORK,Washington,23,1,14,0,8,157,17,133,7,0
NEW YORK,Wayne,63,2,20,8,33,453,103,333,17,0
NEW YORK,Westchester Public Safety,56,0,1,6,49,237,14,212,11,3
NEW YORK,Yates,17,0,7,0,10,157,27,127,3,0
NEW YORK,Allegany,0,0,0,0,0,0,0,0,0,0
NEW YORK,Cattaraugus,39,1,15,4,19,278,78,183,17,2
NEW YORK,Cayuga,40,0,15,1,24,163,39,121,3,0
NEW YORK,Chautauqua,49,1,14,3,31,453,135,302,16,5
NEW YORK,Clinton,6,0,0,0,6,27,5,22,0,0
NEW YORK,Columbia,30,0,5,1,24,330,70,252,8,1
NEW YORK,Cortland,18,0,13,2,3,407,73,332,2,1
NEW YORK,Delaware,23,0,11,1,11,150,42,101,7,0
NEW YORK,Franklin,0,0,0,0,0,0,0,0,0,0
NEW YORK,Fulton,22,0,8,1,13,310,42,260,8,2
NEW YORK,Genesee,57,0,16,4,37,345,51,280,14,3
NEW YORK,Greene,6,0,0,0,6,19,1,15,3,0
NEW YORK,Hamilton,1,0,0,0,1,7,1,3,3,0
NEW YORK,Lewis,6,0,1,0,5,99,33,64,2,0
NEW YORK,Montgomery,16,0,6,1,9,329,28,292,9,1
NEW YORK,Otsego,17,3,4,0,10,64,17,41,6,0
NEW YORK,Schuyler,5,0,2,0,3,15,2,11,2,0
NEW YORK,Steuben,21,0,7,0,14,91,24,64,3,0
NEW YORK,St. Lawrence,10,0,0,1,9,36,4,30,2,0
NEW YORK,Sullivan,23,0,4,0,19,293,45,242,6,2
NEW YORK,Wyoming,21,0,8,3,10,143,39,94,10,1
NORTH CAROLINA,Alexander,,1,,2,56,556,193,328,35,6
NORTH CAROLINA,Buncombe,,3,,24,106,"1,570",561,863,146,15
NORTH CAROLINA,Cabarrus,,0,,14,20,657,213,404,40,2
NORTH CAROLINA,Caldwell,,0,,16,54,"1,306",448,729,129,6
NORTH CAROLINA,Catawba,,8,,16,108,"1,227",443,691,93,14
NORTH CAROLINA,Chatham,,1,,9,65,602,242,336,24,2
NORTH CAROLINA,Currituck,,0,,3,36,347,97,237,13,2
NORTH CAROLINA,Davidson,,3,,29,85,"1,608",949,507,152,10
NORTH CAROLINA,Davie,,0,,4,47,542,175,334,33,0
NORTH CAROLINA,Durham,,1,,35,26,672,285,339,48,1
NORTH CAROLINA,Edgecombe,,3,,9,28,479,212,249,18,5
NORTH CAROLINA,Forsyth,,0,,42,217,"2,105",459,"1,494",152,12
NORTH CAROLINA,Franklin,,5,,9,65,790,309,421,60,6
NORTH CAROLINA,Gaston County Police Department,,2,,14,161,"1,070",374,586,110,20
NORTH CAROLINA,Guilford,,2,,24,135,"1,166",381,722,63,9
NORTH CAROLINA,Haywood,,2,,6,119,951,434,452,65,3
NORTH CAROLINA,Hoke,,6,,14,55,"1,045",445,558,42,1
NORTH CAROLINA,Iredell,,3,,18,181,"1,439",589,746,104,6
NORTH CAROLINA,Johnston,,2,,18,105,"1,670",667,885,118,4
NORTH CAROLINA,Lincoln,,1,,4,84,"1,010",315,644,51,5
NORTH CAROLINA,Madison,,0,,1,7,138,53,72,13,4
NORTH CAROLINA,New Hanover,,5,,41,81,"1,709",419,"1,239",51,6
NORTH CAROLINA,Orange,,1,,15,52,591,267,299,25,3
NORTH CAROLINA,Pender,,2,,10,62,"1,017",256,721,40,5
NORTH CAROLINA,Person,,1,,6,51,346,163,165,18,2
NORTH CAROLINA,Pitt,,1,,25,138,"1,065",347,655,63,5
NORTH CAROLINA,Rockingham,,4,,7,26,721,296,380,45,0
NORTH CAROLINA,Rowan,,1,,20,66,990,306,604,80,7
NORTH CAROLINA,Stokes,,2,,2,71,763,216,488,59,2
NORTH CAROLINA,Union,,1,,26,131,"2,168",536,"1,533",99,11
NORTH CAROLINA,Wake,,0,,25,135,"1,649",607,910,132,12
NORTH CAROLINA,Wayne,,1,,33,148,"1,610",636,829,145,3
NORTH CAROLINA,Yadkin,,1,,3,48,584,192,370,22,4
NORTH CAROLINA,Alleghany,,0,,0,9,88,25,53,10,3
NORTH CAROLINA,Anson,,1,,4,29,260,187,69,4,2
NORTH CAROLINA,Beaufort,,1,,7,57,464,191,252,21,4
NORTH CAROLINA,Camden,,0,,0,0,59,24,35,0,0
NORTH CAROLINA,Chowan,,3,,1,5,114,51,56,7,0
NORTH CAROLINA,Clay,,0,,1,18,308,140,142,26,1
NORTH CAROLINA,Cleveland,,0,,8,8,732,276,402,54,0
NORTH CAROLINA,Columbus,,3,,15,91,"1,014",547,398,69,5
NORTH CAROLINA,Dare,,1,,1,18,384,101,279,4,2
NORTH CAROLINA,Graham,,0,,1,15,176,39,121,16,1
NORTH CAROLINA,Granville,,0,,10,46,616,275,306,35,6
NORTH CAROLINA,Halifax,,7,,18,70,553,274,275,4,4
NORTH CAROLINA,Harnett,,8,,39,205,"1,702",616,996,90,19
NORTH CAROLINA,Hertford,,1,,2,23,211,104,91,16,1
NORTH CAROLINA,Jackson,,0,,0,63,772,477,249,46,4
NORTH CAROLINA,Lee,,2,,13,33,391,107,263,21,3
NORTH CAROLINA,Macon,,0,,2,35,491,155,298,38,3
NORTH CAROLINA,Martin,,1,,1,33,239,101,121,17,2
NORTH CAROLINA,McDowell,,2,,4,25,802,278,425,99,13
NORTH CAROLINA,Montgomery,,1,,3,22,236,105,126,5,3
NORTH CAROLINA,Moore,,2,,10,49,567,236,325,6,2
NORTH CAROLINA,Northampton,,4,,7,27,344,175,144,25,1
NORTH CAROLINA,Pasquotank,,0,,7,55,289,104,174,11,2
NORTH CAROLINA,Perquimans,,1,,1,2,82,43,35,4,1
NORTH CAROLINA,Polk,,0,,0,6,187,70,102,15,2
NORTH CAROLINA,Richmond,,4,,33,125,"1,079",471,537,71,6
NORTH CAROLINA,Rutherford,,0,,7,139,848,461,318,69,7
NORTH CAROLINA,Scotland,,2,,11,36,404,219,160,25,12
NORTH CAROLINA,Stanly,,0,,6,23,476,214,245,17,1
NORTH CAROLINA,Surry,,2,,8,46,"1,120",436,572,112,7
NORTH CAROLINA,Swain,,0,,1,23,197,89,80,28,0
NORTH CAROLINA,Transylvania,,0,,6,28,317,101,197,19,3
NORTH CAROLINA,Tyrrell,,0,,2,9,30,8,21,1,0
NORTH CAROLINA,Watauga,,0,,1,19,299,32,253,14,1
NORTH CAROLINA,Wilkes,,1,,11,114,738,298,363,77,14
NORTH CAROLINA,Wilson,,3,,4,46,535,184,316,35,8
NORTH CAROLINA,Yancey,,1,,1,4,79,47,28,4,2
NORTH DAKOTA,Burleigh,29,0,13,0,16,200,53,131,16,1
NORTH DAKOTA,Cass,14,0,7,0,7,141,43,84,14,1
NORTH DAKOTA,Grand Forks,9,0,0,2,7,108,34,67,7,2
NORTH DAKOTA,Morton,12,0,8,0,4,108,22,72,14,3
NORTH DAKOTA,Oliver,1,0,0,0,1,10,4,5,1,0
NORTH DAKOTA,Sioux,0,0,0,0,0,1,1,0,0,0
NORTH DAKOTA,Adams,1,0,0,0,1,11,2,9,0,0
NORTH DAKOTA,Barnes,1,0,0,1,0,37,12,20,5,2
NORTH DAKOTA,Benson,3,0,1,0,2,22,6,12,4,1
NORTH DAKOTA,Billings,0,0,0,0,0,4,0,3,1,0
NORTH DAKOTA,Bottineau,3,0,2,0,1,62,11,35,16,1
NORTH DAKOTA,Burke,3,0,1,0,2,5,0,2,3,0
NORTH DAKOTA,Cavalier,1,0,0,0,1,12,6,6,0,0
NORTH DAKOTA,Dickey,1,0,0,0,1,7,1,5,1,0
NORTH DAKOTA,Divide,1,0,0,0,1,0,0,0,0,0
NORTH DAKOTA,Dunn,9,0,0,0,9,18,3,10,5,0
NORTH DAKOTA,Eddy,0,0,0,0,0,25,9,13,3,1
NORTH DAKOTA,Emmons,4,0,0,0,4,27,1,25,1,0
NORTH DAKOTA,Foster,0,0,0,0,0,15,4,11,0,1
NORTH DAKOTA,Golden Valley,2,0,1,0,1,0,0,0,0,0
NORTH DAKOTA,Grant,2,0,0,0,2,8,3,5,0,1
NORTH DAKOTA,Griggs,1,0,1,0,0,5,1,1,3,0
NORTH DAKOTA,Hettinger,4,0,0,0,4,19,3,13,3,0
NORTH DAKOTA,Kidder,0,0,0,0,0,11,3,6,2,0
NORTH DAKOTA,Lamoure,2,0,0,0,2,6,2,2,2,0
NORTH DAKOTA,Logan,2,0,0,1,1,10,4,6,0,0
NORTH DAKOTA,McHenry,1,0,0,0,1,85,23,51,11,0
NORTH DAKOTA,McIntosh,0,0,0,0,0,3,3,0,0,0
NORTH DAKOTA,McKenzie,19,1,2,0,16,139,20,93,26,1
NORTH DAKOTA,McLean,6,0,2,0,4,101,18,74,9,1
NORTH DAKOTA,Mercer,5,0,0,1,4,35,4,29,2,0
NORTH DAKOTA,Mountrail,5,0,0,0,5,53,7,38,8,0
NORTH DAKOTA,Nelson,1,0,1,0,0,19,5,13,1,0
NORTH DAKOTA,Pembina,5,0,1,0,4,53,14,27,12,0
NORTH DAKOTA,Pierce,0,0,0,0,0,27,11,10,6,1
NORTH DAKOTA,Ramsey,4,0,1,0,3,39,6,24,9,0
NORTH DAKOTA,Ransom,1,0,1,0,0,32,13,10,9,0
NORTH DAKOTA,Renville,1,0,1,0,0,8,2,6,0,1
NORTH DAKOTA,Richland,4,0,0,0,4,115,31,76,8,0
NORTH DAKOTA,Rolette,8,1,1,1,5,68,22,39,7,1
NORTH DAKOTA,Sargent,1,0,0,0,1,12,4,6,2,0
NORTH DAKOTA,Sheridan,1,0,0,0,1,10,2,8,0,0
NORTH DAKOTA,Slope,0,0,0,0,0,1,0,1,0,0
NORTH DAKOTA,Stark,4,0,1,0,3,38,10,27,1,0
NORTH DAKOTA,Steele,0,0,0,0,0,4,2,0,2,0
NORTH DAKOTA,Stutsman,4,0,1,0,3,38,12,20,6,0
NORTH DAKOTA,Towner,1,0,0,0,1,11,2,6,3,0
NORTH DAKOTA,Traill,5,0,4,0,1,57,18,31,8,0
NORTH DAKOTA,Walsh,13,0,5,0,8,81,21,51,9,2
NORTH DAKOTA,Ward,37,0,11,1,25,165,58,62,45,1
NORTH DAKOTA,Wells,0,0,0,0,0,10,4,2,4,0
NORTH DAKOTA,Williams,15,0,4,0,11,189,41,124,24,1
OHIO,Allen,30,0,12,12,6,659,162,481,16,3
OHIO,Belmont,34,2,10,2,20,314,52,232,30,4
OHIO,Butler,37,1,11,12,13,989,220,761,8,1
OHIO,Clark,21,0,7,3,11,798,221,548,29,5
OHIO,Clermont,141,0,39,10,92,"1,166",358,744,64,5
OHIO,Delaware,60,0,23,9,28,"1,139",211,908,20,6
OHIO,Fairfield,38,0,15,6,17,962,153,793,16,2
OHIO,Fulton,24,0,7,1,16,191,58,131,2,0
OHIO,Geauga,19,0,8,4,7,185,43,127,15,0
OHIO,Greene,36,3,16,2,15,421,97,298,26,2
OHIO,Hamilton,183,4,44,54,81,"2,507",399,"1,918",190,6
OHIO,Hocking,25,0,4,1,20,351,85,245,21,2
OHIO,Jefferson,3,0,0,0,3,17,5,11,1,0
OHIO,"Lake5,7",,0,,45,,334,61,269,4,1
OHIO,Lawrence,62,7,11,5,39,662,173,436,53,6
OHIO,Licking,60,4,19,12,25,983,291,613,79,1
OHIO,Lorain,55,0,14,9,32,563,203,344,16,9
OHIO,Lucas,90,0,19,25,46,991,224,706,61,4
OHIO,Madison,14,0,4,2,8,347,102,224,21,3
OHIO,Mahoning,4,0,0,0,4,67,19,40,8,0
OHIO,Miami,25,0,14,1,10,390,101,262,27,1
OHIO,Montgomery,237,2,36,96,103,"1,278",360,693,225,19
OHIO,Perry,12,0,5,3,4,72,24,47,1,1
OHIO,Pickaway,24,0,6,5,13,656,182,449,25,5
OHIO,Portage7,,0,,6,46,"1,029",255,730,44,8
OHIO,Richland,57,0,15,15,27,958,264,649,45,3
OHIO,Stark,122,4,34,27,57,"1,795",449,"1,233",113,7
OHIO,Summit,59,2,22,11,24,"1,105",195,852,58,7
OHIO,Trumbull,24,1,6,3,14,318,136,153,29,2
OHIO,Union,24,0,5,0,19,221,44,158,19,1
OHIO,Warren,60,1,15,10,34,888,129,679,80,3
OHIO,Wood,26,2,12,1,11,343,99,228,16,3
OHIO,Adams,13,2,4,1,6,178,71,94,13,0
OHIO,Ashland,35,0,20,0,15,204,50,137,17,1
OHIO,Ashtabula,42,0,8,4,30,580,170,366,44,1
OHIO,Athens,20,1,9,4,6,391,118,255,18,1
OHIO,Auglaize,6,0,2,2,2,123,32,89,2,1
OHIO,Champaign,15,1,1,1,12,227,82,128,17,2
OHIO,Clinton,4,0,0,1,3,37,7,25,5,1
OHIO,Coshocton,37,0,8,5,24,457,123,319,15,5
OHIO,Crawford,0,0,0,0,0,110,37,64,9,0
OHIO,Defiance,13,0,9,0,4,135,31,100,4,1
OHIO,Erie,3,0,0,0,3,292,53,234,5,0
OHIO,Fayette,37,1,5,3,28,432,109,308,15,1
OHIO,Gallia,21,1,2,1,17,370,104,251,15,2
OHIO,Hancock,8,0,2,0,6,185,38,146,1,1
OHIO,Hardin,5,0,3,0,2,124,41,79,4,4
OHIO,Henry,14,0,4,2,8,159,63,93,3,0
OHIO,Highland,28,2,9,7,10,348,95,227,26,2
OHIO,Jackson,22,1,11,1,9,222,54,148,20,2
OHIO,Knox,56,2,26,1,27,384,108,276,0,0
OHIO,Logan,20,1,11,0,8,255,68,177,10,3
OHIO,Marion,22,1,9,2,10,821,113,693,15,4
OHIO,Meigs,25,0,7,3,15,194,45,126,23,1
OHIO,Mercer,5,0,3,0,2,106,15,87,4,0
OHIO,Monroe,7,0,1,1,5,51,17,26,8,0
OHIO,Morgan,29,0,5,0,24,128,42,64,22,1
OHIO,Muskingum,59,0,38,10,11,903,233,610,60,4
OHIO,Noble,1,0,1,0,0,107,37,62,8,0
OHIO,Ottawa,4,0,4,0,0,217,43,166,8,0
